date,open,high,low,close,volume
2017-08-17 22:59,4327.25000000,4335.30000000,4325.23000000,4325.23000000,5.38049200
2017-08-17 23:14,4307.56000000,4325.23000000,4261.00000000,4278.05000000,13.58417100
2017-08-17 23:29,4278.05000000,4325.23000000,4273.16000000,4273.16000000,12.58140900
2017-08-17 23:44,4258.56000000,4325.24000000,4258.56000000,4305.00000000,14.02827200
2017-08-17 23:59,4305.00000000,4354.84000000,4305.00000000,4346.74000000,8.78162000
2017-08-18 00:14,4346.74000000,4367.93000000,4315.85000000,4367.93000000,10.55611300
2017-08-18 00:29,4346.73000000,4369.69000000,4335.98000000,4349.33000000,18.73655200
2017-08-18 00:44,4349.33000000,4369.69000000,4322.65000000,4354.35000000,13.21082500
2017-08-18 00:59,4354.03000000,4368.68000000,4309.23000000,4333.55000000,19.26954600
2017-08-18 01:14,4333.55000000,4349.63000000,4322.39000000,4334.32000000,11.28059500
2017-08-18 01:29,4325.24000000,4326.29000000,4310.00000000,4326.29000000,14.96057900
2017-08-18 01:44,4326.28000000,4356.06000000,4319.11000000,4352.34000000,14.91267500
2017-08-18 01:59,4335.00000000,4359.13000000,4327.52000000,4336.80000000,16.22229300
2017-08-18 02:14,4313.39000000,4337.38000000,4300.00000000,4323.31000000,18.20141600
2017-08-18 02:29,4337.38000000,4337.38000000,4318.68000000,4327.89000000,21.13583300
2017-08-18 02:44,4327.89000000,4332.26000000,4314.13000000,4328.25000000,10.89935200
2017-08-18 02:59,4325.82000000,4332.26000000,4280.82000000,4285.08000000,31.40866200
2017-08-18 03:14,4285.08000000,4305.76000000,4267.78000000,4305.76000000,10.45848700
2017-08-18 03:29,4309.08000000,4309.92000000,4285.85000000,4292.11000000,15.91298400
2017-08-18 03:44,4292.11000000,4309.15000000,4286.01000000,4302.15000000,12.54252400
2017-08-18 03:59,4282.51000000,4340.62000000,4228.76000000,4286.53000000,43.52147900
2017-08-18 04:14,4269.36000000,4269.36000000,4200.00000000,4251.40000000,18.75922300
2017-08-18 04:29,4216.81000000,4238.89000000,4134.61000000,4214.97000000,34.55395400
2017-08-18 04:44,4214.97000000,4231.61000000,4200.60000000,4231.61000000,12.04290100
2017-08-18 04:59,4231.61000000,4269.36000000,4231.61000000,4243.59000000,10.32880500
2017-08-18 05:14,4251.95000000,4286.53000000,4234.00000000,4286.53000000,16.90403400
2017-08-18 05:29,4286.53000000,4298.64000000,4255.88000000,4278.05000000,22.66792100
2017-08-18 05:44,4278.05000000,4278.05000000,4242.75000000,4252.95000000,7.90403100
2017-08-18 05:59,4252.95000000,4267.59000000,4244.79000000,4267.59000000,6.59535100
2017-08-18 06:14,4244.77000000,4308.70000000,4244.77000000,4308.70000000,8.59993000
2017-08-18 06:29,4308.70000000,4308.70000000,4244.77000000,4244.77000000,20.49309700
2017-08-18 06:44,4244.77000000,4280.33000000,4234.00000000,4277.81000000,18.30122000
2017-08-18 06:59,4277.81000000,4296.60000000,4269.07000000,4292.39000000,16.60710200
2017-08-18 07:14,4292.39000000,4292.39000000,4252.01000000,4252.01000000,8.96490600
2017-08-18 07:29,4252.01000000,4266.56000000,4234.43000000,4245.00000000,16.49006000
2017-08-18 07:44,4245.00000000,4284.79000000,4234.67000000,4271.02000000,15.09108000
2017-08-18 07:59,4292.39000000,4292.39000000,4271.02000000,4287.92000000,10.25146900
2017-08-18 08:14,4287.92000000,4293.80000000,4250.04000000,4293.80000000,16.20666200
2017-08-18 08:29,4278.06000000,4319.93000000,4278.06000000,4317.21000000,18.96386900
2017-08-18 08:44,4317.21000000,4340.62000000,4289.33000000,4340.00000000,19.34389600
2017-08-18 08:59,4294.50000000,4327.25000000,4274.16000000,4313.56000000,9.65485900
2017-08-18 09:14,4313.56000000,4316.98000000,4262.32000000,4316.75000000,13.75016300
2017-08-18 09:29,4316.75000000,4316.75000000,4262.32000000,4289.09000000,10.66176300
2017-08-18 09:44,4289.09000000,4289.09000000,4247.75000000,4265.41000000,16.86771600
2017-08-18 09:59,4287.96000000,4304.66000000,4247.75000000,4279.46000000,22.95578200
2017-08-18 10:14,4279.46000000,4304.66000000,4270.50000000,4294.88000000,11.72786200
2017-08-18 10:29,4280.53000000,4286.08000000,4270.48000000,4286.05000000,22.10596500
2017-08-18 10:44,4286.05000000,4304.67000000,4270.48000000,4300.25000000,14.63092400
2017-08-18 10:59,4304.67000000,4304.67000000,4285.00000000,4300.25000000,20.72205300
2017-08-18 11:14,4285.00000000,4300.25000000,4284.96000000,4298.00000000,18.76409300
2017-08-18 11:29,4298.00000000,4307.41000000,4284.33000000,4306.41000000,17.38242800
2017-08-18 11:44,4306.41000000,4320.71000000,4270.34000000,4286.08000000,24.39141200
2017-08-18 11:59,4285.76000000,4293.55000000,4259.85000000,4282.73000000,14.29191600
2017-08-18 12:14,4265.33000000,4307.10000000,4265.33000000,4301.00000000,14.72306100
2017-08-18 12:29,4301.00000000,4327.25000000,4276.88000000,4307.01000000,11.69676600
2017-08-18 12:44,4317.60000000,4317.60000000,4300.00000000,4300.00000000,6.94405000
2017-08-18 12:59,4300.00000000,4310.00000000,4276.89000000,4304.15000000,12.28927900
2017-08-18 13:14,4304.15000000,4328.19000000,4296.04000000,4315.20000000,10.22059900
2017-08-18 13:29,4315.20000000,4349.00000000,4315.20000000,4349.00000000,18.19722000
2017-08-18 13:44,4330.26000000,4371.52000000,4330.26000000,4371.42000000,13.93895000
2017-08-18 13:59,4371.42000000,4371.42000000,4317.91000000,4356.31000000,9.20690600
2017-08-18 14:14,4356.31000000,4357.37000000,4327.00000000,4353.00000000,8.33236800
2017-08-18 14:29,4353.00000000,4354.29000000,4330.00000000,4330.00000000,3.97150800
2017-08-18 14:44,4330.00000000,4343.23000000,4315.46000000,4327.50000000,8.26992400
2017-08-18 14:59,4327.50000000,4343.23000000,4302.72000000,4340.31000000,3.51964900
2017-08-18 15:14,4320.52000000,4340.31000000,4320.52000000,4338.80000000,6.58615300
2017-08-18 15:29,4338.80000000,4340.31000000,4326.69000000,4340.30000000,7.33155400
2017-08-18 15:44,4340.30000000,4340.30000000,4300.74000000,4331.71000000,1.07736300
2017-08-18 15:59,4287.79000000,4331.71000000,4287.79000000,4331.71000000,0.12388700
2017-08-18 16:14,4302.97000000,4318.16000000,4273.74000000,4307.17000000,9.60697400
2017-08-18 16:29,4307.17000000,4308.27000000,4278.00000000,4278.00000000,2.35188700
2017-08-18 16:44,4278.00000000,4293.65000000,4221.05000000,4293.65000000,24.72824500
2017-08-18 16:59,4287.09000000,4293.09000000,4268.51000000,4293.09000000,9.84666100
2017-08-18 17:14,4293.09000000,4293.09000000,4261.77000000,4272.92000000,19.77636800
2017-08-18 17:29,4272.92000000,4272.92000000,4224.72000000,4256.79000000,22.09504300
2017-08-18 17:44,4229.42000000,4252.92000000,4193.70000000,4243.72000000,18.98805700
2017-08-18 17:59,4232.82000000,4259.40000000,4232.82000000,4259.40000000,13.50947500
2017-08-18 18:14,4259.40000000,4259.40000000,4232.83000000,4253.71000000,8.69053600
2017-08-18 18:29,4249.42000000,4249.42000000,4209.50000000,4229.86000000,9.62714800
2017-08-18 18:44,4200.00000000,4249.51000000,4200.00000000,4249.51000000,7.39699300
2017-08-18 18:59,4248.00000000,4248.95000000,4234.54000000,4236.89000000,14.23304000
2017-08-18 19:14,4234.54000000,4249.51000000,4234.54000000,4249.51000000,8.60991000
2017-08-18 19:29,4249.51000000,4275.63000000,4234.54000000,4273.78000000,12.36984700
2017-08-18 19:44,4273.78000000,4275.63000000,4250.63000000,4266.70000000,9.43159200
2017-08-18 19:59,4262.38000000,4283.79000000,4250.34000000,4250.34000000,14.62747500
2017-08-18 20:14,4250.34000000,4250.34000000,4210.00000000,4226.84000000,32.00314700
2017-08-18 20:29,4226.84000000,4246.93000000,4197.73000000,4197.73000000,10.51094400
2017-08-18 20:44,4176.64000000,4176.64000000,4066.53000000,4158.56000000,11.28853200
2017-08-18 20:59,4155.00000000,4197.73000000,4140.84000000,4193.35000000,8.88884300
2017-08-18 21:14,4171.17000000,4192.00000000,4144.33000000,4174.00000000,6.72749300
2017-08-18 21:29,4161.57000000,4297.75000000,4128.00000000,4173.00000000,9.77619100
2017-08-18 21:44,4172.99000000,4177.41000000,4158.55000000,4175.00000000,4.30666500
2017-08-18 21:59,4160.00000000,4160.00000000,4117.41000000,4117.41000000,4.50830500
2017-08-18 22:14,4086.28000000,4131.00000000,4020.51000000,4047.09000000,22.68879200
2017-08-18 22:29,4031.39000000,4078.53000000,4015.70000000,4066.21000000,2.05395200
2017-08-18 22:44,4066.21000000,4117.41000000,4051.67000000,4089.05000000,22.40624200
2017-08-18 22:59,4089.05000000,4136.48000000,4053.16000000,4136.28000000,13.44904000
2017-08-18 23:14,4135.00000000,4135.00000000,4034.23000000,4082.15000000,4.39318900
2017-08-18 23:29,4082.15000000,4082.15000000,4010.90000000,4010.90000000,4.64452100
2017-08-18 23:44,4043.92000000,4061.00000000,3981.13000000,4026.82000000,8.94325500
2017-08-18 23:59,4015.40000000,4026.82000000,4015.40000000,4021.11000000,1.98707200
2017-08-19 00:14,4015.40000000,4015.40000000,3949.36000000,3985.89000000,4.61436700
2017-08-19 00:29,3971.09000000,4006.33000000,3971.09000000,3982.87000000,2.52144800
2017-08-19 00:44,3982.87000000,3982.87000000,3938.77000000,3976.00000000,1.90279700
2017-08-19 00:59,3966.69000000,3980.00000000,3966.69000000,3975.69000000,5.70001900
2017-08-19 01:14,3996.92000000,4061.18000000,3938.77000000,4061.18000000,9.98452000
2017-08-19 01:29,4061.00000000,4094.00000000,4030.44000000,4094.00000000,14.61900500
2017-08-19 01:44,4062.21000000,4131.83000000,4062.21000000,4088.41000000,1.55000700
2017-08-19 01:59,4088.41000000,4113.75000000,4064.76000000,4113.75000000,3.75267300
2017-08-19 02:14,4106.35000000,4106.35000000,4085.88000000,4101.40000000,2.71042700
2017-08-19 02:29,4099.01000000,4136.48000000,4099.01000000,4119.42000000,18.19012400
2017-08-19 02:44,4119.42000000,4120.42000000,4097.26000000,4120.42000000,8.85617500
2017-08-19 02:59,4120.42000000,4120.42000000,4091.53000000,4108.37000000,15.18011000
2017-08-19 03:14,4108.37000000,4121.81000000,4091.52000000,4110.38000000,14.33234400
2017-08-19 03:29,4110.38000000,4135.47000000,4084.28000000,4125.44000000,7.98130800
2017-08-19 03:44,4125.44000000,4125.44000000,4110.47000000,4120.00000000,10.14712900
2017-08-19 03:59,4120.00000000,4178.31000000,4115.00000000,4163.49000000,8.84809600
2017-08-19 04:14,4163.49000000,4178.31000000,4143.11000000,4156.99000000,1.44731600
2017-08-19 04:29,4156.99000000,4156.99000000,4156.99000000,4156.99000000,2.29699200
2017-08-19 04:44,4156.99000000,4184.69000000,4156.99000000,4176.65000000,10.14515700
2017-08-19 04:59,4159.88000000,4183.16000000,4148.53000000,4148.53000000,14.94571200
2017-08-19 05:14,4148.53000000,4152.55000000,4148.53000000,4152.55000000,7.60915400
2017-08-19 05:29,4152.55000000,4168.07000000,4152.55000000,4168.07000000,5.73880500
2017-08-19 05:44,4168.07000000,4170.02000000,4156.39000000,4170.00000000,5.02651800
2017-08-19 05:59,4170.19000000,4184.00000000,4156.39000000,4156.39000000,0.37999700
2017-08-19 06:14,4180.00000000,4180.00000000,4131.19000000,4155.56000000,0.42374900
2017-08-19 06:29,4149.17000000,4157.65000000,4120.00000000,4156.00000000,8.16609900
2017-08-19 06:44,4121.00000000,4130.34000000,4103.52000000,4116.00000000,1.51853600
2017-08-19 06:59,4143.25000000,4156.00000000,4125.44000000,4138.55000000,9.50353600
2017-08-19 07:14,4138.50000000,4156.00000000,4110.06000000,4156.00000000,9.45332100
2017-08-19 07:29,4134.00000000,4156.00000000,4076.63000000,4130.00000000,5.50736000
2017-08-19 07:44,4130.00000000,4140.00000000,4057.96000000,4140.00000000,1.45251800
2017-08-19 07:59,4140.00000000,4140.00000000,4046.26000000,4068.26000000,0.94003300
2017-08-19 08:14,4123.95000000,4123.95000000,4120.00000000,4122.00000000,3.01883500
2017-08-19 08:29,4122.00000000,4123.95000000,4047.71000000,4047.71000000,5.53356900
2017-08-19 08:44,4047.71000000,4082.27000000,4027.83000000,4082.00000000,2.78300000
2017-08-19 08:59,4077.00000000,4077.00000000,4064.57000000,4077.00000000,1.17879000
2017-08-19 09:14,4077.00000000,4078.32000000,4026.34000000,4061.00000000,20.56158300
2017-08-19 09:29,4080.00000000,4082.00000000,4040.25000000,4045.59000000,18.48105700
2017-08-19 09:44,4064.85000000,4064.85000000,4033.47000000,4033.47000000,10.12865900
2017-08-19 09:59,4030.00000000,4033.47000000,3986.87000000,3986.87000000,2.28413200
2017-08-19 10:14,3969.12000000,3999.14000000,3933.21000000,3999.14000000,8.05572700
2017-08-19 10:29,3998.98000000,3999.15000000,3970.00000000,3999.15000000,0.97304200
2017-08-19 10:44,3999.15000000,4019.01000000,3984.51000000,4005.97000000,17.03686700
2017-08-19 10:59,4005.97000000,4033.47000000,3977.19000000,4033.47000000,5.36358600
2017-08-19 11:14,4033.47000000,4064.84000000,4023.88000000,4048.13000000,11.51062100
2017-08-19 11:29,4048.13000000,4048.13000000,4035.08000000,4035.08000000,1.36909400
2017-08-19 11:44,4013.89000000,4035.08000000,4013.89000000,4014.47000000,1.32842600
2017-08-19 11:59,4000.00000000,4000.00000000,3964.08000000,3999.00000000,3.79826400
2017-08-19 12:14,3999.00000000,4020.02000000,3999.00000000,4020.02000000,2.23668100
2017-08-19 12:29,4020.02000000,4036.08000000,4014.72000000,4021.04000000,1.92528100
2017-08-19 12:44,4049.74000000,4082.25000000,4049.74000000,4082.25000000,1.00452800
2017-08-19 12:59,4068.20000000,4068.20000000,4068.20000000,4068.20000000,0.01773300
2017-08-19 13:14,4054.00000000,4054.00000000,4015.37000000,4054.00000000,0.67289600
2017-08-19 13:29,4054.00000000,4082.00000000,4000.58000000,4000.58000000,3.22096100
2017-08-19 13:44,4033.00000000,4033.00000000,3982.08000000,3982.08000000,0.30402000
2017-08-19 13:59,4000.10000000,4000.58000000,3992.28000000,4000.58000000,1.68895400
2017-08-19 14:14,4016.00000000,4033.00000000,3969.07000000,3998.95000000,5.95447000
2017-08-19 14:29,3984.01000000,4007.97000000,3951.14000000,3960.76000000,22.55287500
2017-08-19 14:44,3981.81000000,4002.87000000,3882.59000000,3970.58000000,10.51052600
2017-08-19 14:59,3920.59000000,3970.56000000,3850.00000000,3957.60000000,9.16071200
2017-08-19 15:14,3945.12000000,3971.12000000,3940.76000000,3968.35000000,0.91006100
2017-08-19 15:29,3987.71000000,4033.00000000,3928.89000000,4033.00000000,5.49855000
2017-08-19 15:44,3999.96000000,4095.00000000,3991.51000000,4082.00000000,10.94100200
2017-08-19 15:59,4095.00000000,4095.00000000,4075.64000000,4095.00000000,4.88137100
2017-08-19 16:14,4095.00000000,4100.00000000,4059.92000000,4059.92000000,0.48845600
2017-08-19 16:29,4097.00000000,4100.00000000,4059.93000000,4059.93000000,4.77636700
2017-08-19 16:44,4059.92000000,4099.78000000,4059.92000000,4066.21000000,5.00424600
2017-08-19 16:59,4053.38000000,4053.38000000,4035.49000000,4039.84000000,2.43659500
2017-08-19 17:14,4066.00000000,4066.00000000,4013.70000000,4037.21000000,1.20937100
2017-08-19 17:29,4066.00000000,4068.31000000,4027.21000000,4027.21000000,0.83607400
2017-08-19 17:44,4045.00000000,4045.19000000,4039.78000000,4045.19000000,1.61834400
2017-08-19 17:59,4045.16000000,4045.16000000,4029.68000000,4042.41000000,0.67063700
2017-08-19 18:14,4036.59000000,4063.44000000,4036.59000000,4049.70000000,4.92265400
2017-08-19 18:29,4049.70000000,4049.70000000,4016.96000000,4016.96000000,1.36623900
2017-08-19 18:44,3995.63000000,3995.63000000,3991.51000000,3991.51000000,0.28200100
2017-08-19 18:59,3991.51000000,3991.51000000,3964.67000000,3972.05000000,1.67361000
2017-08-19 19:14,4036.19000000,4049.69000000,4023.04000000,4049.69000000,0.07641800
2017-08-19 19:29,3994.33000000,4049.69000000,3994.33000000,4049.69000000,0.93191300
2017-08-19 19:44,4049.69000000,4049.69000000,3953.40000000,3953.41000000,1.38139900
2017-08-19 19:59,3989.99000000,4000.98000000,3976.70000000,4000.00000000,1.69444700
2017-08-19 20:14,3985.00000000,4000.98000000,3976.72000000,4000.98000000,1.65611600
2017-08-19 20:29,4000.98000000,4000.98000000,4000.98000000,4000.98000000,0.53858500
2017-08-19 20:44,4000.98000000,4048.99000000,4000.98000000,4027.37000000,0.85467400
2017-08-19 20:59,4027.37000000,4027.37000000,4014.17000000,4027.37000000,0.02017300
2017-08-19 21:14,4013.69000000,4046.13000000,4013.69000000,4046.13000000,14.11805900
2017-08-19 21:29,4050.00000000,4079.00000000,4042.05000000,4079.00000000,3.01016400
2017-08-19 21:44,4079.00000000,4096.00000000,4078.00000000,4078.46000000,0.01743600
2017-08-19 21:59,4086.29000000,4086.29000000,4086.29000000,4086.29000000,0.00254300
2017-08-19 22:14,4073.47000000,4103.92000000,4073.47000000,4089.01000000,1.47747500
2017-08-19 22:29,4089.01000000,4089.01000000,4089.01000000,4089.01000000,0.13792700
2017-08-19 22:44,4088.71000000,4088.71000000,4088.71000000,4088.71000000,0.00621700
2017-08-19 22:59,4076.12000000,4076.12000000,4076.12000000,4076.12000000,0.00151000
2017-08-19 23:14,4088.71000000,4103.92000000,4051.47000000,4097.92000000,0.56952500
2017-08-19 23:29,4103.92000000,4103.92000000,4051.47000000,4069.66000000,0.21151000
2017-08-19 23:44,4062.39000000,4073.31000000,4051.47000000,4073.31000000,0.38200000
2017-08-19 23:59,4073.31000000,4099.00000000,4052.96000000,4075.98000000,1.82453500
2017-08-20 00:14,4075.98000000,4090.00000000,4075.98000000,4090.00000000,0.54964400
2017-08-20 00:29,4090.00000000,4149.98000000,4090.00000000,4149.98000000,2.07893900
2017-08-20 00:44,4149.99000000,4149.99000000,4149.99000000,4149.99000000,0.73574000
2017-08-20 00:59,4141.51000000,4141.51000000,4074.23000000,4074.23000000,0.58787100
2017-08-20 01:14,4090.00000000,4141.00000000,4090.00000000,4139.99000000,0.61782000
2017-08-20 01:29,4139.98000000,4139.98000000,4101.59000000,4139.98000000,0.45923300
2017-08-20 01:44,4139.98000000,4139.98000000,4120.78000000,4139.98000000,1.20376600
2017-08-20 01:59,4120.78000000,4139.98000000,4120.78000000,4139.98000000,0.07727800
2017-08-20 02:14,4120.78000000,4139.98000000,4120.78000000,4139.98000000,0.04080000
2017-08-20 02:29,4139.50000000,4139.98000000,4139.50000000,4139.98000000,0.01144400
2017-08-20 02:44,4139.98000000,4139.98000000,4139.98000000,4139.98000000,0E-8
2017-08-20 02:59,4139.98000000,4139.98000000,4139.98000000,4139.98000000,0.00045500
2017-08-20 03:14,4120.98000000,4139.98000000,4090.00000000,4090.00000000,0.78532700
2017-08-20 03:29,4053.50000000,4096.33000000,4044.00000000,4096.33000000,1.54690800
2017-08-20 03:44,4095.33000000,4095.33000000,4095.33000000,4095.33000000,0.00582300
2017-08-20 03:59,4086.09000000,4086.09000000,4086.09000000,4086.09000000,0.00586600
2017-08-20 04:14,4086.09000000,4086.09000000,4069.76000000,4069.76000000,0.07686400
2017-08-20 04:29,4068.12000000,4086.09000000,4066.49000000,4082.53000000,0.88751500
2017-08-20 04:44,4069.98000000,4069.98000000,4052.82000000,4052.82000000,0.08984800
2017-08-20 04:59,4082.53000000,4082.53000000,4082.53000000,4082.53000000,0.00692400
2017-08-20 05:14,4096.33000000,4096.33000000,4096.33000000,4096.33000000,0.25654100
2017-08-20 05:29,4090.13000000,4112.03000000,4090.13000000,4112.03000000,1.13208800
2017-08-20 05:44,4082.62000000,4124.69000000,4082.62000000,4124.69000000,0.45901600
2017-08-20 05:59,4124.69000000,4124.69000000,4124.67000000,4124.69000000,1.01091600
2017-08-20 06:14,4124.69000000,4124.69000000,4124.69000000,4124.69000000,0E-8
2017-08-20 06:29,4111.26000000,4111.26000000,4111.26000000,4111.26000000,0.30000000
2017-08-20 06:44,4111.26000000,4111.26000000,4111.26000000,4111.26000000,0E-8
2017-08-20 06:59,4111.26000000,4111.26000000,4094.62000000,4094.62000000,0.04764700
2017-08-20 07:14,4094.62000000,4094.62000000,4094.62000000,4094.62000000,0E-8
2017-08-20 07:29,4094.62000000,4094.62000000,4094.62000000,4094.62000000,0.20445700
2017-08-20 07:44,4094.62000000,4094.62000000,4091.80000000,4094.62000000,0.53871300
2017-08-20 07:59,4094.62000000,4094.62000000,4093.00000000,4093.00000000,0.06607300
2017-08-20 08:14,4087.00000000,4127.22000000,4087.00000000,4127.22000000,6.18797400
2017-08-20 08:29,4122.43000000,4142.16000000,4122.43000000,4142.16000000,3.76695200
2017-08-20 08:44,4142.16000000,4142.16000000,4095.39000000,4095.39000000,0.78770900
2017-08-20 08:59,4117.41000000,4117.41000000,4117.41000000,4117.41000000,0.00042100
2017-08-20 09:14,4117.41000000,4117.41000000,4117.41000000,4117.41000000,0.00306300
2017-08-20 09:29,4093.57000000,4093.57000000,4087.38000000,4093.57000000,1.66260500
2017-08-20 09:44,4093.57000000,4117.41000000,4081.19000000,4115.41000000,0.76664300
2017-08-20 09:59,4115.41000000,4115.41000000,4115.41000000,4115.41000000,0.48324000
2017-08-20 10:14,4081.40000000,4081.40000000,4081.40000000,4081.40000000,0.02100000
2017-08-20 10:29,4099.40000000,4117.41000000,4094.06000000,4109.41000000,3.01119600
2017-08-20 10:44,4108.33000000,4143.73000000,4081.41000000,4143.73000000,9.02429400
2017-08-20 10:59,4143.73000000,4156.56000000,4096.46000000,4155.87000000,2.07957000
2017-08-20 11:14,4155.87000000,4155.88000000,4116.80000000,4155.87000000,2.40868800
2017-08-20 11:29,4116.88000000,4184.68000000,4032.62000000,4184.68000000,7.79937900
2017-08-20 11:44,4169.89000000,4211.08000000,4149.34000000,4188.96000000,7.04542700
2017-08-20 11:59,4188.96000000,4199.32000000,4184.73000000,4184.73000000,0.14202200
2017-08-20 12:14,4155.00000000,4158.61000000,4155.00000000,4155.00000000,0.32930900
2017-08-20 12:29,4155.00000000,4155.00000000,4155.00000000,4155.00000000,0E-8
